Title,Memory,Display,Camera,Battery,Processor,Selling_price,Cost_price,Rating,Discount
Forme Duos1900,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,7.11 cm (2.8 inch) QVGA Display,,1900 mAh Battery,NA Processor,1050,1349,3.9,22% off
Easyfone Amico,32 MB RAM | 32 MB ROM |,5.59 cm (2.2 inch) Quarter QVGA Display,,1000 mAh Battery,,2790,2790,3.7,
Niamia CAD 1 Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1299,1299,3.6,
Ziox X73,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,650,979,,33% off
Ziox X73,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.13MP Rear Camera,1000 mAh Battery,,799,979,,18% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
I Kall K200 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,5999,3.6,50% off
Kechaoda K92,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,989,989,3.6,
I Kall K3310,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,599,599,3.7,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
I Kall K36 Combo of Two Mobiles,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,1899,1899,3,
I Kall K12 New,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,600,600,3.7,
Peace P4,64 MB RAM | 256 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,605,799,3.5,24% off
Nokia 2.2 (Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,14.5 cm (5.71 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek Helio A22 Processor,6699,9599,3.9,30% off
I Kall K5310 Combo of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.3,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
SSKY Reno (Dark Blue| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.84 cm (5.45 inch) Full HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Battery,,4299,6999,3.7,38% off
Gfive Eco,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) VGA Display,1.3MP Rear Camera,1050 mAh Battery,,699,1999,3.7,65% off
Samsung Galaxy A70s (Prism Crush Black| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,25999,31000,4.2,16% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Infinix Note 5 (Berlin Gray| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,6999,10999,4.2,36% off
Heemax H312 Combo,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1599,,31% off
Ziox X43,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,724,985,,26% off
Redmi Note 7 (Sapphire Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,10989,14999,4.5,26% off
Kara K18,10 MB RAM | 10 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2200 mAh Battery,,699,749,3.3,6% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
MTR MTR228,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1199,,25% off
MTR MTR228,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,800 mAh Battery,,999,1199,,16% off
JIVI N3333,0.032 MB RAM | 32 KB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,4000 mAh Battery,,1190,1599,3.9,25% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Shomi S150,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1750 mAh Battery,,799,999,3.5,20% off
Ismart IS-208 Pro,4 MB RAM | 16 GB ROM |,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,2800 mAh Battery,,999,1600,4.7,37% off
Panasonic Eluga Ray 810 (Starry Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.75 cm (6.2 inch) HD+ Display,16MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio P22 Octa Core Processor,7499,16990,4.2,55% off
Itel A44 Pro (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.84 cm (5.45 inch) Display,8MP Rear Camera,2400 mAh Battery,,5699,7199,4.3,20% off
Intex infie 33 (Gold| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.56 cm (5.34 inch) FWVGA Display,5MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,3790,3790,3.7,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Forme M600,32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1500 mAh Li-Ion Battery,,1329,1395,3.7,4% off
Infinix Note 5 (Milan Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,7999,12999,4.2,38% off
Gfive ROCK,32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1050 mAh Battery,,635,799,3.7,20% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Peace P1,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,580,580,3.6,
Megus Bang,32 MB RAM | 32 MB ROM |,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,4000 mAh Battery,,1549,1999,3.3,22% off
Lava ARC 101,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,1489,1549,3.8,3% off
MTR MT 310,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,599,599,3.8,
OPPO A71k (New Edition) (Gold| 16 GB)|,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Lithium Battery,Snapdragon 450 (MSM450) Octa Core 1.8 GHz Processor,7999,7999,4.4,
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
JIVI X606,3 MB RAM | 30 KB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,899,1199,3.1,25% off
Mi A2 (Gold| 128 GB)|,6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,15999,20500,4.1,21% off
LYF C459 (Blue| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Lithium-ion Battery,MSM 8909 Processor,3500,4999,3.5,29% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Tambo A1806,24 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1MP Rear Camera,1000 mAh Battery,,890,1047,,14% off
Inovu A1s Combo of Two Mobiles,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.08MP Rear Camera,800 mAh Battery,,1049,1049,3.3,
Kechaoda K66 The Music House 4,32 MB RAM | 64 MB ROM |,3.66 cm (1.44 inch) Display,,700 mAh Battery,0 0 0 0MHz Processor,1599,1599,4,
Comio C1 4G (Space Black| 32 GB)|,1 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2200 mAh Battery,,4995,4995,3.8,
MTR Mt311,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,999,999,3.9,
Zen X50,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1800 mAh Battery,,1099,1299,3.8,15% off
MTR Mt105,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1099,1099,3.6,
MTR MT310,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,599,599,3.8,
Heemax H1 Shine Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1499,,26% off
Nokia 6.1 Plus (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,3060 mAh Battery,Qualcomm Snapdragon 636 Octacore Processor,8999,17600,4.3,48% off
Nokia 6.1 Plus (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,3060 mAh Battery,Qualcomm Snapdragon 636 Octacore Processor,8999,17600,4.3,48% off
Blackbear B5 Bolt,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,777,777,3.9,
Inovu A9 Combo of Two Mobiles,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.08MP Rear Camera,1200 mAh Battery,,1549,1549,,
Blackzone N1101,10 MB RAM | 10 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,699,899,3.6,22% off
Kechaoda K1,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1200 mAh Battery,,1199,1199,4.2,
ITEL IT 7100,64 MB RAM | NA MB ROM |,8.13 cm (3.2 inch) Display,1.3MP Rear Camera,1900 mAh Battery,,1650,1650,4.2,
MTR Beat,64 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2000 mAh Battery,,899,1599,3.3,43% off
POCO F1 (Graphite Black| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 845 Processor,16999,24999,4.5,32% off
Samsung Galaxy A7 (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) Full HD+ Display,24MP + 5MP + 8MP | 24MP Front Camera,3300 mAh Lithium-ion Battery,Samsung Exynos Octa Core Processor (2.2 GHz) Processor,17990,25379,4.4,29% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Ismart IS-208 Pro,4 MB RAM | 16 GB ROM |,7.11 cm (2.8 inch) Super Retina HD Display,1.3MP Rear Camera,2800 mAh Battery,,1011,1600,4.7,36% off
Niamia CAD 1 Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1299,1299,3.6,
I Kall k29 Pack of Three,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,1689,1689,3.9,
Itel S42 (Rose Gold| 16 GB)|,3 GB RAM | 16 GB ROM |,14.35 cm (5.65 inch) Display,13MP Rear Camera,3000 mAh Battery,,7400,12999,,43% off
HTC Wildfire X (Blue| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) Display,12MP + 8MP + 5MP | 8MP Front Camera,3300 mAh Li-Polymer Battery,MTK Helio P22 Processor,7999,12999,3.9,38% off
Kechaoda K77,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,940,940,3.4,
Samsung Guru Music 2 SM-B310E,Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,0 0 0 208MHz Processor,1890,1890,4.1,
Micromax Infinity N12 (Blue Lagoon| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.72 cm (6.19 inch) HD+ Display,13MP + 5MP | 16MP Front Camera,4000 mAh Li-polymer Battery,Mediatek Helio P22 (MT6762V) Processor,5999,14999,4.1,60% off
M-tech L33+,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,1099,1099,3.8,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Blackbear i7,64 MB RAM | 24 MB ROM |,6.1 cm (2.4 inch) Display,1.8MP Rear Camera,1450 mAh Battery,,996,1599,3.7,37% off
Forme N1,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,799,799,3.5,
Peace FM1,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,605,849,3.6,28% off
Gionee F205 Pro (Blue| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-ion Polymer Battery,MT6739WW 64-bit Processor,4699,4939,4.1,4% off
Karbonn K24 Plus Pro,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,898,1390,3.8,35% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
SAMSOTEL S3,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.03MP Rear Camera,1000 mAh Battery,,929,929,,
Comio C1 4G (Mellow Gold| 32 GB)|,1 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2200 mAh Battery,,4995,4995,3.8,
M-tech Boss,32 MB RAM | 32 MB ROM | Expandable Upto 32 MB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera | 0MP Front Camera,2800 mAh Battery,NA Processor,949,1599,3.3,40% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
ZIOX Astra Viva (Black| 8 GB)|,1 GB RAM | 8 GB ROM |,12.7 cm (5 inch) Display,5MP Rear Camera,2500 mAh Battery,,4249,4249,2.8,
Tymes Y331,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) QVGA Display,1.3MP Rear Camera,1000 mAh Battery,,649,649,3.4,
Honor 7C (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,14900,14900,4.2,
I Kall K55 Combo Of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,999,999,3.4,
Tecno Camon i4 (Nebula Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 8MP | 16MP Front Camera,3500 mAh Battery,,12190,12290,3.8,
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
JIVI N3333,0.032 MB RAM | 32 KB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,4000 mAh Battery,,1240,1599,3.9,22% off
Mafe Lite,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,999,999,3.8,
Cellecor C2,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1000,1200,3.3,16% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Black Shark 2 (Shadow Black| 128 GB)|,6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Display,48MP + 12MP | 20MP Front Camera,4000 mAh Battery,SM855 (Qualcomm Snapdragon Premium Tier) Processor,29999,45999,4.5,34% off
Ssky S-20 Eco,32 MB RAM | 64 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) VGA Display,1.3MP Rear Camera,1000 mAh Battery,,699,999,,30% off
I Kall K20 New,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,499,599,3.5,16% off
I Kall K20 New,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,599,599,3.5,
Black Shark 2 (Frozen Silver| 256 GB)|,12 GB RAM | 256 GB ROM |,16.23 cm (6.39 inch) Display,48MP + 12MP | 20MP Front Camera,4000 mAh Battery,SM855 (Qualcomm Snapdragon Premium Tier) Processor,39999,59999,4.5,33% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Samsung Galaxy A10 (Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,7990,9304,4.3,14% off
SAMSOTEL S3,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.03MP Rear Camera,1000 mAh Battery,,929,929,,
ROKEA R222,256 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,888,1299,4.2,31% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Centric L3 (Raisin Black| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3050 mAh Battery,Mediatek Processor,4899,8699,,43% off
Samsung Galaxy A70s (Prism Crush Red| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,25999,30999,4.2,16% off
InFocus Hero Selfie C2,24 MB RAM | 24 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera | 0.3MP Front Camera,1800 mAh Battery,,899,1399,3.8,35% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
JIVI N3333,0.032 MB RAM | 32 KB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,4000 mAh Battery,,1190,1599,3.9,25% off
Heemax H1Shine Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1599,,31% off
Kechaoda K88,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,959,959,3.8,
Tecno Camon i 2 (Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,3750 mAh Battery,,12993,12999,4.4,
Redmi Note 7 (Ruby Red| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,10989,14999,4.5,26% off
nuvo One,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) QVGA Display,1.3MP Rear Camera,800 mAh Li-Ion Battery,,599,599,3.8,
Kechaoda K103,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,999,1199,4,16% off
Ziox Thunder Jumbo,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.03MP Rear Camera,4000 mAh Battery,,1499,1653,3.7,9% off
JIVI N3333,0.032 MB RAM | 32 KB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,4000 mAh Battery,,1240,1599,3.9,22% off
I Kall K28,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,,1500 mAh Battery,,599,999,3.6,40% off
Zen X65,50 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1800 mAh Battery,,949,1458,3.8,34% off
Micromax Selfie 2 Note (Champagne Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,MT6737 Processor,6499,12999,3.9,50% off
Samsung Galaxy A70s (Prism Crush White| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,25999,31000,4.2,16% off
Micromax Evok Dual Note (Champagne| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 5MP | 5MP Front Camera,3000 mAh Battery,Mediatek MT6750T Octa Core 1.5 GHz Processor,4299,9999,4,57% off
tecno Spark Go (Royal Purple| 16 GB)|,2 GB RAM | 16 GB ROM |,15.49 cm (6.1 inch) Display,8MP Rear Camera,3000 mAh Battery,,5699,6499,3.8,12% off
Tork X9,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,7.11 cm (2.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,1080,1199,3.6,9% off
Gionee A1 (Grey| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP Front Camera,4010 mAh Li-Ion Polymer Battery,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,13900,13900,4,
ZIOX Starz Mini,128 MB RAM | 20 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,768,999,3.5,23% off
M-tech L 21,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,1495,1495,3.9,
OPPO A71k (New Edition) (Blue| 16 GB)|,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Lithium Battery,Snapdragon 450 (MSM450) Octa Core 1.8 GHz Processor,7999,7999,4.4,
OPPO A37f (Black| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2630 mAh Battery,Snapdragon MSM 8916 Processor,9499,10990,4.2,13% off
Itel IT 5070,64 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1749,1749,3.9,
Ismart i1 DESIRE (Gold| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Full HD Display,5MP Rear Camera,2600 mAh Battery,,3999,7999,,50% off
