Title,Memory,Display,Camera,Battery,Processor,Selling_price,Cost_price,Rating,Discount
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Tecno Camon I Ace (Midnight Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera,3050 mAh Battery,,5199,7805,4.2,33% off
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,,800 mAh Battery,,830,948,4.1,12% off
I Kall k111 new,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,699,1299,3.9,46% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
OPPO A5s (Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,8490,12990,4.3,34% off
OPPO A5s (Red| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,8490,12990,4.3,34% off
Asus Zenfone Max Pro M1 (Grey| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,8499,15599,4.3,45% off
OnePlus 7 Pro (Mirror Grey| 256 GB)|,8 GB RAM | 256 GB ROM |,16.94 cm (6.67 inch) Display,48 MP + 8 MP + 16 MP | 16MP Front Camera,4000 mAh Battery,,47499,52999,4.5,10% off
Kechaoda A 31,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1499,,40% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Kechaoda A 31,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1499,,40% off
Kechaoda A 31,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1499,,40% off
Kechaoda A 31,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1499,,40% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Jivi N9030,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB,7.11 cm (2.8 inch) QVGA Display,0.03MP + 0MP | 0MP Front Camera,3000 mAh Battery,NA Processor,1090,1599,4.1,31% off
Honor 8C (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Processor,7999,14999,4.3,46% off
Karbonn Vue 1 (Silver Blue| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.46 cm (5.3 inch) FWVGA Display,5MP Rear Camera | 5MP Front Camera,2300 mAh Battery,,3130,5490,4.1,42% off
Gfive Z15 Combo of Two,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1200 mAh Battery,,1399,1999,3.5,30% off
Mi Mix 2 (Black| 128 GB)|,6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,3400 mAh Li-polymer Battery,Qualcomm Snapdragon 835 Octa Core 2.5 GHz Processor,29999,37999,4.4,21% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Jivi N3,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera | 0MP Front Camera,1450 mAh Battery,NA Processor,920,1399,4.1,34% off
Nokia 2.2 (Steel| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,14.5 cm (5.71 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek Helio A22 Processor,6699,9599,3.9,30% off
Mymax M8110,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1500 mAh Battery,,799,799,3.6,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
OPPO A1K (Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Display,8MP Rear Camera | 5MP Front Camera,4000 mAh Li-polymer Battery,MT6762R Processor,7490,10990,4.3,31% off
I Kall K29,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,589,599,3.8,1% off
Coolpad Mega 5M (Black| 16 GB)|,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Battery,Quad Core| SC9850K Processor Processor|,3130,4939,3.6,36% off
Redmi K20 Pro (Carbon Black| 256 GB)|,8 GB RAM | 256 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,27999,31999,4.6,12% off
Redmi K20 (Glacier Blue| 128 GB)|,6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,22999,24999,4.5,8% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
I Kall K30,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,649,1299,,50% off
OPPO A5 (Diamond Red| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Processor,11990,15990,4.4,25% off
Karbonn K9 SMART PLUS (Black| 8 GB)|,1 GB RAM | 8 GB ROM |,13.84 cm (5.45 inch) Display,5MP Rear Camera,2800 mAh Battery,,3299,5690,4,42% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Micromax X608,32 MB RAM | 32 MB ROM |,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,800 mAh Battery,,850,1499,,43% off
Samsung Galaxy A30s (Prism Crush White| 64 GB)|,4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,14999,18900,4.3,20% off
Asus ROG Phone II (Black| 128 GB)|,8 GB RAM | 128 GB ROM |,16.74 cm (6.59 inch) Full HD+ Display,48MP + 13MP | 24MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,37999,40999,4.6,7% off
Honor 20 (Midnight Black| 128 GB)|,6 GB RAM | 128 GB ROM |,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,22999,35999,4.4,36% off
Intex ECO 107+,20 MB RAM | 12 MB ROM |,4.57 cm (1.8 inch) Display,0.2MP Rear Camera,1050 mAh Battery,,698,1049,3.6,33% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Karbonn K24 Plus Pro,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,899,1390,3.8,35% off
Redmi Y2 (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,10999,13499,4.4,18% off
Apple iPhone 11 Pro (Silver| 64 GB)|,64 GB ROM |,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,99900,99900,4.7,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Blackbear B5 Nex,64 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,1.8MP Rear Camera,1050 mAh Battery,,749,899,4,16% off
Itel it5607,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,955,1249,4.3,23% off
Detel D1 Champ,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,549,1299,3.7,57% off
I Kall K6303,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,699,699,3.7,
Samsung Galaxy A30s (Prism Crush Black| 128 GB)|,4 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,15999,19900,4.3,19% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Gfive U707 combo of Two,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.8,
I Kall K3310 Combo Of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.7,
Blackbear B5 Bucket,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB,4.57 cm (1.8 inch) QVGA Display,2.4MP Rear Camera,1050 mAh Battery,,649,999,3.7,35% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
ITEL A46 (DARK WATER| 32 GB)|,2 GB RAM | 32 GB ROM |,13.84 cm (5.45 inch) Full HD Display,8MP Rear Camera,2400 mAh Battery,,4687,5999,4.1,21% off
ITEL A46 (FIERY RED| 32 GB)|,2 GB RAM | 32 GB ROM |,13.84 cm (5.45 inch) Full HD Display,8MP Rear Camera,2400 mAh Battery,,4698,5999,4.1,21% off
I Kall K24 New,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,589,599,3.4,1% off
Vivo V11 (Starry Night Black| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,3315 mAh Battery,MediaTek P60 Octa Core 2.0 GHz Processor,24990,24990,4.5,
Karbonn K24+,Expandable Upto 16 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1600 mAh Battery,,979,979,3.8,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
OPPO A5 (Diamond Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Processor,9990,15990,4.4,37% off
Gfive A1 Combo of Two,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.8,
Gfive U873 Combo of Two,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.9,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Samsung Galaxy M30s (Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP + 8MP + 5MP | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,17450,18500,4.4,5% off
MI3 (Metallic Grey| 16 GB)|,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,3050 mAh Li-Ion Battery,qualcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHz Processor,13999,13999,4.4,
Asus ZenFone Max M2 (Silver| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,7499,12999,4.3,42% off
Lava Z51 (Gold| 16 GB)|,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 5MP Front Camera,2550 mAh Battery,SC9832E Processor,4099,5000,3.8,18% off
Micromax X744,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2200 mAh Battery,,1053,2499,3.9,57% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Lava A1200,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1750 mAh Li-ion Battery,,1089,1250,4.2,12% off
Samsung Galaxy A70s (Prism Crush Black| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,27999,33100,4.4,15% off
Samsung Galaxy J7 Nxt (Gold| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos Octa-Core 1.6 GHz Processor,10990,10990,4.4,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Micromax X725,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,1087,1457,3.8,25% off
Infinix Note 5 (Berlin Gray| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,7999,12999,4.2,38% off
OnePlus 7T Pro (Haze Blue| 256 GB)|,8 GB RAM | 256 GB ROM |,16.94 cm (6.67 inch) Quad HD+ Display,48MP +8MP+16MP | 16MP Dual Front Camera,4085 mAh Battery,Qualcomm® Snapdragon™ 855 Plus (Octa-core| 7nm| up to 2.96 GHz) | with Qualcomm AI Engine Processor|,51628,53999,4.6,4% off
Samsung Galaxy A70s (Prism Crush White| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,27999,33100,4.4,15% off
GreenBerry GB 310,256 MB RAM | 34.5 KB ROM |,4.57 cm (1.8 inch) Display,2MP Rear Camera,800 mAh Battery,,499,775,3.2,35% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
YUHO Netra (Trans Blue| 32 GB)|,4 GB RAM | 32 GB ROM |,15.49 cm (6.1 inch) Display,13MP Rear Camera,3300 mAh Battery,,7199,9249,,22% off
Redmi K20 (Flame Red| 128 GB)|,6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,22999,24999,4.5,8% off
InFocus Turbo 5 (Glittering Gold| 32 GB)|,3 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Display,13MP Rear Camera,5000 mAh Battery,,5999,7999,3.7,25% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Redmi K20 (Pearl White| 64 GB)|,6 GB RAM | 64 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,19999,22999,4.5,13% off
Redmi Note 5 Pro (Gold| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,13999,16999,4.5,17% off
Salora VOLT 2,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) VGA Display,1.3MP Rear Camera,2000 mAh Battery,Spreadtrum Processor,659,1199,3.9,45% off
Vivo U10 (Thunder Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,11990,13990,4.4,14% off
Apple iPhone 6s Plus (Space Grey| 32 GB)|,32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,,,34900,34900,4.4,
Kechaoda K10,32 MB RAM | 32 MB ROM |,1.68 cm (0.66 inch) NA Display,0.2MP Rear Camera,300 mAh Battery,,850,850,4,
Intex ECO 110,4 MB RAM | 4 MB ROM |,4.57 cm (1.8 inch) Display,0.5MP Rear Camera,1050 mAh Battery,,795,1099,,27% off
Mi A2 (Red| 64 GB)|,4 GB RAM | 64 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,11999,17499,4.2,31% off
Gfive Guru,64 MB RAM | 256 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1050 mAh Battery,,649,649,3.7,
Redmi 6 (Rose Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,12MP + 5MP | 5MP Front Camera,3000 mAh Lithium-polymer Battery,2.0 GHz Mediatek P22 Octacore Processor,8499,8999,4.4,5% off
Tork T19 Shine,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,2500 mAh Battery,,1299,1899,3.5,31% off
Redmi Note 6 Pro (Red| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,11999,15999,4.5,25% off
Itel Muzik 400,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3000 mAh Battery,ARM9 architecture (Single core) Processor,1377,1569,4.1,12% off
Apple iPhone XR (Yellow| 64 GB)|,64 GB ROM |,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,,A12 Bionic Chip Processor,49900,76900,4.6,35% off
Inovu A1i,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,800 mAh Battery,,649,649,3.8,
I Kall K112,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,699,1299,3.7,46% off
Karbonn KX24,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,3000 mAh Battery,,1099,1590,3.9,30% off
Kechaoda K33,32 MB RAM | 32 MB ROM |,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,840,1399,4.1,39% off
Samsung Galaxy A70 (Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,32MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragron 675 Processor,22990,30900,4.4,25% off
Asus Zenfone 4 Selfie (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 430 Processor,10999,10999,4.1,
Gfive Guru,64 MB RAM | 256 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1050 mAh Battery,,649,649,3.7,
Blackbear B5 Bucket,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB,4.57 cm (1.8 inch) QVGA Display,2.4MP Rear Camera,1050 mAh Battery,,649,999,3.7,35% off
Karbonn K9 Staar,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1000 mAh Battery,0 0 0 0 Processor Processor,830,830,3.8,
Peace FM1,16 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,574,999,3.6,42% off
Mobiistar C2 (Black| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.56 cm (5.34 inch) Display,8MP Rear Camera | 8MP Front Camera,3000 mAh Battery,,4385,6824,3.9,35% off
Coolpad COOL 3 PLUS (CHERRY BLACK| 16 GB)|,2 GB RAM | 16 GB ROM |,14.5 cm (5.71 inch) Display,13MP Rear Camera,3000 mAh Battery,,5990,6999,4,14% off
Vivo Y71 (Gold| 16 GB)|,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,11990,11990,4.3,
Gionee F205 (Black and Gold| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,2670 mAh Lithium-polymer Battery,MediaTek MT6739 Processor,4990,8479,4.1,41% off
Samsung Galaxy A20s (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,13999,14900,4.4,6% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Redmi Y2 (Rose Gold| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,10999,13499,4.4,18% off
Ssky S-900 Power,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) VGA Display,2MP Rear Camera,3000 mAh Battery,,999,1399,3.7,28% off
Karbonn K9 Staar,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,839,839,3.8,
Asus Zenfone Max Pro M1 (Grey| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,7499,13199,4.3,43% off
Karbonn K334,32 MB RAM | 32 MB ROM |,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,1750 mAh Battery,,749,1090,3.7,31% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Micromax X811,32 MB RAM | 32 MB ROM |,7.11 cm (2.8 inch) Display,0.1MP Rear Camera,1000 mAh Battery,,1090,1518,3.8,28% off
ITEL A46 (NEON WATER| 32 GB)|,2 GB RAM | 32 GB ROM |,13.84 cm (5.45 inch) Full HD Display,8MP Rear Camera,2400 mAh Battery,,4730,5999,4.1,21% off
Apple iPhone XS Max (Space Grey| 64 GB)|,64 GB ROM |,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,,A12 Bionic Chip Processor,69999,109900,4.6,36% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
VIVO V9 YOUTH (Black| 32 GB)|,4 GB RAM | 32 GB ROM |,16.0 cm (6.3 inch) Display,16MP Rear Camera,3260 mAh Battery,,11890,16996,4.4,30% off
Mi 4i (Yellow| 16 GB)|,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3030 mAh Li-ion Polymer Battery,2nd-gen Snapdragon 615 64-bit octa-core Processor,12999,12999,4.2,
Kechaoda K9,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,949,949,4,
Apple iPhone 11 Pro Max (Midnight Green| 256 GB)|,256 GB ROM |,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,123900,123900,4.7,
Honor 7C (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,8899,11180,4.2,20% off
